rho,rv,mu,lmin,lmax,dx,chunk_size,remove_prob,flights,seed,reps,lambda,unique_caps_mean,unique_caps_std,unique_caps_var,unique_caps_p10,unique_caps_p90,unique_caps_min,unique_caps_max,visits_mean,visits_std,visits_var,visits_p10,visits_p90,visits_min,visits_max,mean_distance,mean_time,mfpt,mean_time_between,eta_unique_global,eta_visits_global,normalized_rate_unique_global,normalized_rate_visits_global,eta_unique_mean,eta_unique_std,eta_unique_min,eta_unique_max,eta_visits_mean,eta_visits_std,eta_visits_min,eta_visits_max,normalized_rate_unique_mean,normalized_rate_unique_std,normalized_rate_unique_min,normalized_rate_unique_max,normalized_rate_visits_mean,normalized_rate_visits_std,normalized_rate_visits_min,normalized_rate_visits_max,score_mean,score_std,score_min,score_max,r_target,r_step,score_dx,score_mode
0.02,0.5,1,0.5,50,50,500,0,200000,42,1000,50,112.663000,113.321566,12841.777431,16.000000,245.100000,2.000000,1038.000000,198818.035000,1216.028582,1478725.511780,197423.500000,199854.000000,189014.000000,200000.000000,79803.096331,79803.096331,103.361968,0.400870,0.00141176226462,2.49135740517,0.070588113231,124.567870259,0.00140931058233,0.00119666739072,2.00031410357e-05,0.00804833324753,3.09970846845,2.97031549527,0.95115505994,47.636412572,0.0704655291165,0.0598333695361,0.00100015705178,0.402416662376,154.985423423,148.515774764,47.557752997,2381.8206286,111.066938,113.055394,0.000314,1034.025590,1,-0.001,50,distance
0.02,0.5,1.1,0.5,50,50,500,0,200000,42,1000,50,110.938000,106.308411,11301.478156,14.000000,244.100000,2.000000,817.000000,198674.510000,1302.542954,1696618.147896,197060.300000,199861.000000,190114.000000,200000.000000,79487.060874,79487.060874,99.500236,0.399588,0.00139567369557,2.49945724266,0.0697836847783,124.972862133,0.00143322136664,0.00125300022701,2.15555780752e-05,0.00708557716754,3.01912249704,1.99266709295,1.16067300979,23.9401552541,0.0716610683319,0.0626500113505,0.00107777890376,0.354278858377,150.956124852,99.6333546476,58.0336504893,1197.00776271,109.348259,106.084085,0.144332,813.959622,1,-0.001,50,distance
0.02,0.5,1.2,0.5,50,50,500,0,200000,42,1000,50,103.319000,103.497175,10711.665239,12.900000,230.000000,2.000000,733.000000,198563.793000,1480.682189,2192419.744148,196835.100000,199854.200000,189055.000000,200000.000000,78243.887251,78243.887251,97.730169,0.393559,0.00132047376005,2.53775470488,0.0660236880027,126.887735244,0.0013526249251,0.00125810169586,2.1916538004e-05,0.00795173673532,3.05386125813,2.20281085738,1.20421323114,39.8416568604,0.067631246255,0.0629050847932,0.0010958269002,0.397586836766,152.693062906,110.140542869,60.2106615568,1992.08284302,101.754122,103.304409,0.174894,729.860108,1,-0.001,50,distance
0.02,0.5,1.3,0.5,50,50,500,0,200000,42,1000,50,100.692000,97.545411,9515.107136,12.000000,229.100000,2.000000,632.000000,198390.780000,1587.996524,2521732.961601,196276.700000,199836.200000,189589.000000,199999.000000,77365.944593,77365.944593,99.792895,0.389466,0.00130150288385,2.56431665177,0.0650751441927,128.215832589,0.00134639115523,0.00122369566162,2.46541279898e-05,0.00784864442386,3.08326583072,1.94812420211,1.28998009631,25.4282402122,0.0673195577613,0.0611847830812,0.00123270639949,0.392432221193,154.163291536,97.4062101053,64.4990048154,1271.41201061,99.144681,97.350414,0.377554,629.494084,1,-0.001,50,distance
0.02,0.5,1.4,0.5,50,50,500,0,200000,42,1000,50,104.110000,96.752209,9360.989900,10.000000,235.100000,2.000000,610.000000,198048.498000,1850.584037,3424661.278000,195594.000000,199843.200000,188913.000000,199999.000000,78218.128310,78218.128310,99.807438,0.394442,0.00133102136614,2.53200252013,0.0665510683072,126.600126006,0.00135233332653,0.00115452387922,2.07995776321e-05,0.00656697544598,3.00499094635,1.84159824558,1.22616731192,20.233554404,0.0676166663267,0.0577261939611,0.00103997888161,0.328348772299,150.249547317,92.079912279,61.3083655959,1011.6777202,102.545637,96.554298,0.076884,607.578571,1,-0.001,50,distance
0.02,0.5,1.5,0.5,50,50,500,0,200000,42,1000,50,100.646000,100.976050,10196.162684,13.000000,232.100000,2.000000,822.000000,197802.559000,2254.286335,5081806.880516,194838.400000,199752.100000,181979.000000,199996.000000,77021.517315,77021.517315,100.501015,0.388880,0.00130672575027,2.56814674517,0.0653362875134,128.407337258,0.00131495561462,0.00115443819049,2.0256560885e-05,0.00744052092646,3.14323543117,2.16893358839,1.2105324283,23.0539240202,0.0657477807309,0.0577219095246,0.00101282804425,0.372026046323,157.161771558,108.44667942,60.5266214148,1152.69620101,99.105570,100.744756,0.025331,819.003322,1,-0.001,50,distance
0.02,0.5,1.6,0.5,50,50,500,0,200000,42,1000,50,109.821000,106.407730,11322.604959,12.000000,257.300000,2.000000,638.000000,197202.019000,2765.998851,7650749.642639,193373.600000,199704.400000,183270.000000,199996.000000,77060.672952,77060.672952,94.648159,0.390292,0.0014251238121,2.55904875271,0.071256190605,127.952437635,0.00148851573297,0.00140011457141,2.39525047614e-05,0.00822286176514,3.24186470813,3.67272066414,1.15858266523,81.9943432828,0.0744257866485,0.0700057285703,0.00119762523807,0.411143088257,162.093235406,183.636033207,57.9291332616,4099.71716414,108.279787,106.216401,0.330029,634.833752,1,-0.001,50,distance
0.02,0.5,1.7,0.5,50,50,500,0,200000,42,1000,50,108.964000,103.505327,10713.352704,13.000000,259.000000,2.000000,760.000000,196768.278000,3150.389617,9924954.736717,192257.400000,199660.000000,177167.000000,199989.000000,78722.558311,78722.558311,94.276845,0.399600,0.00138415217108,2.49951579599,0.0692076085542,124.975789799,0.00139220253683,0.00120736376165,2.53879698417e-05,0.00824198638898,2.90977143436,1.63198389724,1.10787108323,19.8597667411,0.0696101268416,0.0603681880824,0.00126939849208,0.412099319449,145.488571718,81.599194862,55.3935541614,992.988337053,107.389549,103.308184,0.424451,756.801668,1,-0.001,50,distance
0.02,0.5,1.8,0.5,50,50,500,0,200000,42,1000,50,112.020000,117.632647,13837.439600,11.900000,257.100000,2.000000,1118.000000,196144.341000,4173.932949,17421716.262726,191127.700000,199645.400000,160423.000000,199999.000000,78032.057545,78032.057545,95.181881,0.397347,0.00143556383779,2.51363794793,0.0717781918896,125.681897397,0.00142882204765,0.00129115526886,2.12383193231e-05,0.0082999116639,3.02143644746,2.11689962669,1.03768587497,30.6048155401,0.0714411023823,0.0645577634431,0.00106191596615,0.414995583195,151.071822373,105.844981334,51.8842937487,1530.24077701,110.459359,117.402591,0.116612,1115.232670,1,-0.001,50,distance
0.02,0.5,1.9,0.5,50,50,500,0,200000,42,1000,50,104.987000,103.884372,10791.962831,13.000000,238.000000,2.000000,823.000000,195808.570000,4282.090731,18336301.031097,190437.100000,199548.900000,163840.000000,199998.000000,77002.670866,77002.670866,92.291078,0.392786,0.0013634202401,2.54288023777,0.068171012005,127.144011889,0.00139996503732,0.00127695810228,2.39740620986e-05,0.00866272512711,3.10336440343,2.61901601513,1.08489744088,50.3005209546,0.0699982518659,0.063847905114,0.00119870310493,0.433136256355,155.168220172,130.950800757,54.2448720442,2515.02604773,103.446947,103.702400,0.331530,819.979622,1,-0.001,50,distance
