rho,rv,mu,lmin,lmax,dx,chunk_size,remove_prob,lc,flights,seed,reps,lambda,unique_caps_mean,unique_caps_std,unique_caps_var,unique_caps_p10,unique_caps_p90,unique_caps_min,unique_caps_max,visits_mean,visits_std,visits_var,visits_p10,visits_p90,visits_min,visits_max,mean_distance,mean_time,mfpt,mean_time_between,eta_unique_global,eta_visits_global,normalized_rate_unique_global,normalized_rate_visits_global,eta_unique_mean,eta_unique_std,eta_unique_min,eta_unique_max,eta_visits_mean,eta_visits_std,eta_visits_min,eta_visits_max,normalized_rate_unique_mean,normalized_rate_unique_std,normalized_rate_unique_min,normalized_rate_unique_max,normalized_rate_visits_mean,normalized_rate_visits_std,normalized_rate_visits_min,normalized_rate_visits_max,score_mean,score_std,score_min,score_max,r_target,r_step,score_dx,score_mode
0.001,0.5,1,0.5,1000,50,2000,0,2.5,300000,42,1500,1000,17486.932667,128.663282,16554.240133,17320.000000,17653.100000,17095.000000,17926.000000,17874.358667,158.949109,25264.819358,17676.000000,18077.000000,17375.000000,18394.000000,35014129.898924,35014129.898924,2019.869372,1958.797705,0.000499425024044,0.000510489871325,0.499425024044,0.510489871325,0.000499427826711,3.7336474152e-06,0.000488266465572,0.000513086253661,0.000510494228499,4.75326872844e-06,0.000497176903215,0.000526481565873,0.499427826711,0.00373364741549,0.488266465572,0.513086253661,0.510494228499,0.00475326872857,0.497176903215,0.526481565873,16786.650069,128.312464,16396.053613,17227.248089,1,-0.001,50,distance
0.001,0.5,1.1,0.5,1000,50,2000,0,2.5,300000,42,1500,1000,13063.963333,113.553544,12894.407322,12915.000000,13209.100000,12641.000000,13406.000000,13406.012000,140.924561,19859.731856,13226.900000,13593.000000,12947.000000,13821.000000,26126945.333391,26126945.333391,2054.134696,1948.759032,0.0005000187801,0.000513110577181,0.5000187801,0.513110577181,0.000500022772237,4.44062562468e-06,0.000482965542867,0.000514342378373,0.000513116067344,5.60285294412e-06,0.000495446267888,0.000528995717049,0.500022772237,0.00444062562459,0.482965542867,0.514342378373,0.513116067344,0.00560285294414,0.495446267888,0.528995717049,12541.424427,113.289430,12117.525802,12882.519103,1,-0.001,50,distance
0.001,0.5,1.2,0.5,1000,50,2000,0,2.5,300000,42,1500,1000,9429.554667,93.902341,8817.649678,9313.900000,9551.000000,9104.000000,9752.000000,9721.689333,114.161135,13032.764820,9567.900000,9866.100000,9388.000000,10133.000000,18840765.193983,18840765.193983,1891.364452,1937.833629,0.000500486820444,0.000515992277025,0.500486820444,0.515992277025,0.000500492775788,5.12865859208e-06,0.000484917816064,0.000520449154354,0.000515999306428,6.25953417422e-06,0.00049645348912,0.000540782534975,0.500492775788,0.00512865859211,0.484917816064,0.520449154354,0.515999306428,0.00625953417414,0.49645348912,0.540782534975,9052.739363,93.685802,8728.680160,9377.246773,1,-0.001,50,distance
0.001,0.5,1.3,0.5,1000,50,2000,0,2.5,300000,42,1500,1000,6623.856000,79.607332,6337.327264,6520.000000,6729.000000,6379.000000,6936.000000,6872.121333,96.269441,9267.805278,6749.900000,6997.100000,6595.000000,7231.000000,13210918.006700,13210918.006700,1993.021141,1922.117783,0.000501392560051,0.000520184996217,0.501392560051,0.520184996217,0.000501399222011,6.05990514386e-06,0.000482410310058,0.000522810537903,0.000520194047769,7.4672630061e-06,0.000498928010352,0.000547141715928,0.501399222011,0.00605990514382,0.482410310058,0.522810537903,0.520194047769,0.00746726300593,0.498928010352,0.547141715928,6359.637640,79.361504,6114.536332,6670.287217,1,-0.001,50,distance
0.001,0.5,1.4,0.5,1000,50,2000,0,2.5,300000,42,1500,1000,4566.072667,65.644685,4309.224720,4481.000000,4650.000000,4373.000000,4817.000000,4776.530667,79.354805,6297.185060,4675.900000,4880.000000,4530.000000,5068.000000,9090043.376047,9090043.376047,1993.550233,1902.671351,0.000502315828184,0.000525468412973,0.502315828184,0.525468412973,0.000502324718793,7.26215528173e-06,0.000479185282461,0.00052379892442,0.000525479535862,8.87399681252e-06,0.000496389053178,0.000553580328271,0.502324718793,0.00726215528178,0.479185282461,0.52379892442,0.525479535862,0.00887399681258,0.496389053178,0.553580328271,4384.271799,65.459928,4190.481874,4633.074460,1,-0.001,50,distance
0.001,0.5,1.5,0.5,1000,50,2000,0,2.5,300000,42,1500,1000,3120.262000,55.760775,3109.264023,3048.000000,3192.000000,2929.000000,3352.000000,3296.658667,65.678222,4313.628825,3213.000000,3381.000000,3085.000000,3524.000000,6190018.710930,6190018.710930,1913.826758,1877.082839,0.000504079574831,0.000532576526925,0.504079574831,0.532576526925,0.000504096326851,9.24126132487e-06,0.000475304635628,0.000544796238474,0.00053259522935,1.08813495682e-05,0.000497257642357,0.000570638303485,0.504096326851,0.0092412613249,0.475304635628,0.544796238474,0.53259522935,0.0108813495682,0.497257642357,0.570638303485,2996.461626,55.653159,2805.752727,3228.944819,1,-0.001,50,distance
0.001,0.5,1.6,0.5,1000,50,2000,0,2.5,300000,42,1500,1000,2135.410667,45.029257,2027.634020,2077.000000,2194.100000,1980.000000,2310.000000,2282.182667,52.192694,2724.077300,2216.000000,2350.100000,2100.000000,2489.000000,4219403.532371,4219403.532371,2015.815127,1847.962282,0.000506093017718,0.000540878029124,0.506093017718,0.540878029124,0.000506110918129,1.08431781441e-05,0.0004682067565,0.000548522627383,0.000540898225513,1.25848922447e-05,0.000501594097263,0.000591027194613,0.506110918129,0.010843178144,0.4682067565,0.548522627383,0.540898225513,0.0125848922447,0.501594097263,0.591027194613,2051.022596,44.949526,1895.738088,2225.773757,1,-0.001,50,distance
0.001,0.5,1.7,0.5,1000,50,2000,0,2.5,300000,42,1500,1000,1478.377333,38.810982,1506.292286,1429.000000,1528.000000,1327.000000,1604.000000,1599.928667,44.938383,2019.458245,1542.900000,1657.000000,1422.000000,1742.000000,2908286.703610,2908286.703610,1938.384548,1816.485771,0.000508332734699,0.000550127559529,0.508332734699,0.550127559529,0.000508353767751,1.34360734765e-05,0.000458429970092,0.000548620409846,0.000550152808156,1.56383496648e-05,0.000491248995833,0.000596079586666,0.508353767751,0.0134360734765,0.458429970092,0.548620409846,0.550152808156,0.0156383496648,0.491248995833,0.596079586666,1420.211599,38.743928,1269.106752,1545.175655,1,-0.001,50,distance
0.001,0.5,1.8,0.5,1000,50,2000,0,2.5,300000,42,1500,1000,1041.961333,32.634356,1065.001172,999.900000,1083.000000,939.000000,1154.000000,1144.565333,37.267364,1388.856398,1095.000000,1191.100000,1005.000000,1269.000000,2046441.090513,2046441.090513,1968.521201,1786.254002,0.000509157746179,0.000559295519739,0.509157746179,0.559295519739,0.000509182277116,1.60165777849e-05,0.00045800550011,0.000561702063168,0.000559326310064,1.84023667006e-05,0.000495381868705,0.000618252223618,0.509182277116,0.0160165777849,0.45800550011,0.561702063168,0.559326310064,0.0184023667005,0.495381868705,0.618252223618,1001.032512,32.584941,897.996126,1112.910601,1,-0.001,50,distance
0.001,0.5,1.9,0.5,1000,50,2000,0,2.5,300000,42,1500,1000,753.814000,26.929254,725.184737,720.000000,787.000000,668.000000,846.000000,840.138667,31.908611,1018.159438,799.000000,881.000000,754.000000,954.000000,1479049.451963,1479049.451963,1964.898147,1757.975193,0.000509661119849,0.000568026082936,0.509661119849,0.568026082936,0.000509688294802,1.82536934636e-05,0.000449937134528,0.000573064925874,0.000568061763974,2.17590820343e-05,0.000507400681207,0.000646149487338,0.509688294802,0.0182536934636,0.449937134528,0.573064925874,0.568061763974,0.0217590820343,0.507400681207,0.646149487338,724.233011,26.892799,639.041341,816.461549,1,-0.001,50,distance
