rho,rv,mu,lmin,lmax,dx,chunk_size,remove_prob,lc,flights,seed,reps,lambda,unique_caps_mean,unique_caps_std,unique_caps_var,unique_caps_p10,unique_caps_p90,unique_caps_min,unique_caps_max,visits_mean,visits_std,visits_var,visits_p10,visits_p90,visits_min,visits_max,mean_distance,mean_time,mfpt,mean_time_between,eta_unique_global,eta_visits_global,normalized_rate_unique_global,normalized_rate_visits_global,eta_unique_mean,eta_unique_std,eta_unique_min,eta_unique_max,eta_visits_mean,eta_visits_std,eta_visits_min,eta_visits_max,normalized_rate_unique_mean,normalized_rate_unique_std,normalized_rate_unique_min,normalized_rate_unique_max,normalized_rate_visits_mean,normalized_rate_visits_std,normalized_rate_visits_min,normalized_rate_visits_max,score_mean,score_std,score_min,score_max,r_target,r_step,score_dx,score_mode
0.004,0.5,1,0.5,250,50,1000,0,2.5,300000,42,1500,250,20637.083333,143.693736,20647.889722,20453.000000,20824.000000,20028.000000,21095.000000,21733.927333,174.188268,30341.552720,21507.900000,21948.000000,21126.000000,22238.000000,10753896.152694,10753896.152694,482.376359,494.777968,0.00191903316159,0.00202102819525,0.479758290398,0.505257048811,0.00191904220898,1.36725142482e-05,0.00185994032998,0.00196294697462,0.00202104431355,1.72701057441e-05,0.00195713499173,0.00207188952097,0.479760552244,0.00341812856205,0.464985082496,0.490736743654,0.505261078387,0.00431752643589,0.489283747932,0.517972380243,20422.005410,143.619751,19812.638252,20879.785714,1,-0.001,50,distance
0.004,0.5,1.1,0.5,250,50,1000,0,2.5,300000,42,1500,250,16659.144667,125.569443,15767.685072,16495.900000,16820.000000,16261.000000,17117.000000,17620.016000,148.279443,21986.793077,17422.000000,17805.000000,17140.000000,18102.000000,8655597.398893,8655597.398893,497.237166,491.211000,0.00192466722965,0.00203567878541,0.481166807412,0.508919696353,0.00192467758314,1.47136410855e-05,0.00187481894715,0.00197699487239,0.00203569596045,1.80424872899e-05,0.00197756297614,0.00210081185679,0.481169395785,0.00367841027134,0.468704736787,0.494248718098,0.508923990112,0.00451062182256,0.494390744034,0.525202964198,16486.032719,125.484579,16087.825003,16943.838195,1,-0.001,50,distance
0.004,0.5,1.2,0.5,250,50,1000,0,2.5,300000,42,1500,250,13185.470667,114.484379,13106.673140,13040.000000,13331.000000,12866.000000,13623.000000,14029.454667,135.576251,18380.919945,13850.900000,14203.000000,13604.000000,14516.000000,6829445.082401,6829445.082401,499.237241,486.759545,0.0019306796537,0.002054259826,0.482669913425,0.513564956501,0.00193069143035,1.68317471505e-05,0.00188201602151,0.00199170693021,0.00205427654748,2.0347561639e-05,0.00198654753741,0.00212226512508,0.482672857588,0.00420793678759,0.470504005378,0.497926732553,0.51356913687,0.00508689040969,0.496636884352,0.530566281269,13048.881765,114.399385,12729.712109,13486.202765,1,-0.001,50,distance
0.004,0.5,1.3,0.5,250,50,1000,0,2.5,300000,42,1500,250,10280.926000,101.889014,10381.371191,10151.900000,10413.100000,9925.000000,10668.000000,11004.194000,118.066649,13939.733697,10853.000000,11151.100000,10563.000000,11425.000000,5303218.451030,5303218.451030,508.520763,481.884377,0.0019386201219,0.00207500296313,0.484655030475,0.518750740782,0.00193863632858,1.94485923276e-05,0.00186981930828,0.00200194301897,0.00207502322333,2.27640852739e-05,0.00199598752146,0.00215226485948,0.484659082145,0.00486214808188,0.467454827071,0.500485754743,0.518755805833,0.00569102131846,0.498996880366,0.53806621487,10174.861631,101.826322,9818.840010,10561.063408,1,-0.001,50,distance
0.004,0.5,1.4,0.5,250,50,1000,0,2.5,300000,42,1500,250,7932.771333,90.626062,8213.083045,7818.900000,8049.100000,7652.000000,8211.000000,8554.950000,101.905228,10384.675500,8425.000000,8690.000000,8218.000000,8871.000000,4071261.861663,4071261.861663,486.320648,475.838148,0.00194847975956,0.00210130182992,0.487119939891,0.52532545748,0.00194849962282,2.23950570914e-05,0.00187005517095,0.00201886861281,0.00210132528611,2.53397304076e-05,0.00201086366699,0.00218008139054,0.487124905706,0.00559876427288,0.467513792737,0.504717153203,0.525331321526,0.00633493260179,0.502715916748,0.545020347634,7851.346096,90.565597,7570.162842,8129.186832,1,-0.001,50,distance
0.004,0.5,1.5,0.5,250,50,1000,0,2.5,300000,42,1500,250,6089.665333,79.815003,6370.434665,5991.000000,6193.000000,5828.000000,6350.000000,6622.307333,88.437629,7821.214213,6511.900000,6735.000000,6364.000000,6958.000000,3107429.071608,3107429.071608,518.819006,469.162592,0.00195971177234,0.00213112099447,0.489927943084,0.532780248618,0.00195973670649,2.594203977e-05,0.00187682624887,0.00203922810516,0.00213115183479,2.90080704289e-05,0.00204482370739,0.0022407871459,0.489934176622,0.00648550994248,0.469206562217,0.509807026291,0.532787958698,0.00725201760734,0.511205926848,0.560196786475,6027.516752,79.771769,5765.895157,6287.721533,1,-0.001,50,distance
0.004,0.5,1.6,0.5,250,50,1000,0,2.5,300000,42,1500,250,4674.699333,70.955570,5034.692933,4586.000000,4767.100000,4417.000000,4899.000000,5132.242000,78.775136,6205.522103,5032.000000,5235.000000,4885.000000,5393.000000,2372865.301565,2372865.301565,488.929765,462.250377,0.00197006519091,0.00216288804789,0.492516297728,0.540722011972,0.00197008616358,2.95954115679e-05,0.00185411663104,0.00208030131275,0.00216291460999,3.30916575324e-05,0.00205372603924,0.00229007245962,0.492521540894,0.00739885289199,0.463529157759,0.520075328187,0.540728652497,0.00827291438311,0.51343150981,0.572518114904,4627.242027,70.907638,4369.354669,4851.901054,1,-0.001,50,distance
0.004,0.5,1.7,0.5,250,50,1000,0,2.5,300000,42,1500,250,3608.588667,59.689727,3562.863472,3531.000000,3686.100000,3375.000000,3898.000000,4003.474000,69.073545,4771.154657,3915.900000,4095.000000,3748.000000,4329.000000,1824129.808455,1824129.808455,482.444423,455.514615,0.00197825212325,0.00219473086918,0.494563030813,0.548682717294,0.00197828348778,3.2797727237e-05,0.00184717503401,0.00213865684394,0.00219476876211,3.81198662592e-05,0.00205132208221,0.00237512711067,0.494570871944,0.00819943180933,0.461793758502,0.534664210984,0.548692190527,0.00952996656482,0.512830520553,0.593781777668,3572.106070,59.658113,3338.457713,3861.547214,1,-0.001,50,distance
0.004,0.5,1.8,0.5,250,50,1000,0,2.5,300000,42,1500,250,2819.773333,53.752017,2889.279289,2752.000000,2886.100000,2644.000000,2983.000000,3169.159333,61.547407,3788.083280,3093.000000,3247.000000,2968.000000,3378.000000,1418903.587987,1418903.587987,504.500038,447.556621,0.00198729029739,0.00223352690075,0.496822574347,0.558381725186,0.00198732118215,3.78249458298e-05,0.00186748787741,0.00210865010612,0.00223357168812,4.38300218998e-05,0.00210385188261,0.00240061076463,0.496830295537,0.00945623645748,0.466871969353,0.527162526531,0.55839292203,0.0109575054748,0.525962970652,0.600152691156,2791.395262,53.727375,2615.831500,2954.619470,1,-0.001,50,distance
0.004,0.5,1.9,0.5,250,50,1000,0,2.5,300000,42,1500,250,2229.295333,50.149830,2515.005445,2166.000000,2298.000000,2055.000000,2379.000000,2543.194000,59.023885,3483.819031,2466.900000,2623.000000,2336.000000,2736.000000,1122064.702088,1122064.702088,478.632643,441.010049,0.00198677966537,0.00226653061563,0.496694916341,0.566632653907,0.00198680442406,4.42283213323e-05,0.00182240838941,0.00211869766168,0.00226656519862,5.23672862247e-05,0.00207160389181,0.00243663589843,0.496701106014,0.0110570803331,0.455602097353,0.52967441542,0.566641299655,0.0130918215562,0.517900972952,0.609158974607,2206.854039,50.127456,2032.447426,2356.542808,1,-0.001,50,distance
