rho,rv,mu,lmin,lmax,dx,chunk_size,remove_prob,lc,flights,seed,reps,lambda,unique_caps_mean,unique_caps_std,unique_caps_var,unique_caps_p10,unique_caps_p90,unique_caps_min,unique_caps_max,visits_mean,visits_std,visits_var,visits_p10,visits_p90,visits_min,visits_max,mean_distance,mean_time,mfpt,mean_time_between,eta_unique_global,eta_visits_global,normalized_rate_unique_global,normalized_rate_visits_global,eta_unique_mean,eta_unique_std,eta_unique_min,eta_unique_max,eta_visits_mean,eta_visits_std,eta_visits_min,eta_visits_max,normalized_rate_unique_mean,normalized_rate_unique_std,normalized_rate_unique_min,normalized_rate_unique_max,normalized_rate_visits_mean,normalized_rate_visits_std,normalized_rate_visits_min,normalized_rate_visits_max,score_mean,score_std,score_min,score_max,r_target,r_step,score_dx,score_mode
0.01,0.5,1,0.5,100,50,500,0,2.5,300000,42,1500,100,23056.432000,173.325805,30041.834709,22830.900000,23276.000000,22389.000000,23548.000000,24988.067333,166.763626,27810.106799,24768.900000,25196.100000,24410.000000,25512.000000,5084034.754951,5084034.754951,204.156293,203.450929,0.00453506577184,0.00491500718185,0.453506577184,0.491500718185,0.00453508563805,3.49431900219e-05,0.00441274831049,0.00463987100055,0.00491503525498,3.47678917788e-05,0.00479903470409,0.00501139569473,0.453508563805,0.0034943190021,0.441274831049,0.463987100055,0.491503525498,0.00347678917782,0.479903470409,0.501139569473,22954.751305,173.305072,22287.525824,23446.497178,1,-0.001,50,distance
0.01,0.5,1.1,0.5,100,50,500,0,2.5,300000,42,1500,100,19577.757333,158.472020,25113.381113,19374.000000,19781.000000,18931.000000,20056.000000,21318.414667,148.769468,22132.354718,21124.000000,21510.100000,20834.000000,21754.000000,4294871.305179,4294871.305179,201.951552,201.454205,0.00455840371974,0.00496369114505,0.455840371974,0.496369114505,0.00455842240395,3.71641327252e-05,0.00442438152532,0.00467194584789,0.00496371958681,3.6099775172e-05,0.00484292513347,0.00506909971304,0.455842240395,0.0037164132726,0.442438152532,0.467194584789,0.496371958681,0.00360997751719,0.484292513347,0.506909971304,19491.859907,158.438735,18845.424197,19969.980731,1,-0.001,50,distance
0.01,0.5,1.2,0.5,100,50,500,0,2.5,300000,42,1500,100,16438.329333,147.344728,21710.468873,16249.000000,16625.000000,15641.000000,16887.000000,17999.350667,145.126817,21061.793033,17816.900000,18185.200000,17504.000000,18458.000000,3582436.751775,3582436.751775,207.681238,199.020164,0.00458858884953,0.0050243317367,0.458858884953,0.50243317367,0.0045886121645,4.15606791745e-05,0.00440130475158,0.00472885466062,0.00502435824502,4.11525457122e-05,0.00488884420819,0.00516447194291,0.45886121645,0.00415606791734,0.440130475158,0.472885466062,0.502435824502,0.00411525457127,0.488884420819,0.516447194291,16366.680598,147.317707,15569.925621,16815.519313,1,-0.001,50,distance
0.01,0.5,1.3,0.5,100,50,500,0,2.5,300000,42,1500,100,13665.850667,131.299791,17239.635033,13495.900000,13833.000000,13198.000000,14066.000000,15053.955333,131.032836,17169.604005,14890.900000,15221.000000,14599.000000,15476.000000,2958115.577163,2958115.577163,209.554979,196.487549,0.00461978253053,0.00508903555005,0.461978253053,0.508903555005,0.00461981365626,4.52786065518e-05,0.00444967064986,0.00477033116863,0.00508907279247,4.57088639112e-05,0.0049280827314,0.00523226141157,0.461981365626,0.00452786065518,0.444967064986,0.477033116863,0.508907279247,0.0045708863911,0.49280827314,0.523226141157,13606.688355,131.281483,13138.678756,14006.828169,1,-0.001,50,distance
0.01,0.5,1.4,0.5,100,50,500,0,2.5,300000,42,1500,100,11284.469333,119.218694,14213.097060,11133.000000,11430.100000,10876.000000,11709.000000,12527.589333,118.574385,14059.884686,12376.000000,12675.100000,12131.000000,12971.000000,2425107.048445,2425107.048445,202.218330,193.565637,0.0046531840071,0.00516578818299,0.46531840071,0.516578818299,0.0046532166021,4.96731977007e-05,0.00449483334419,0.00481587132974,0.00516582799344,4.9915731919e-05,0.00499159448463,0.00533703473604,0.46532166021,0.00496731977003,0.449483334419,0.481587132974,0.516582799344,0.00499157319191,0.499159448463,0.533703473604,11235.967192,119.197515,10827.697816,11660.298998,1,-0.001,50,distance
0.01,0.5,1.5,0.5,100,50,500,0,2.5,300000,42,1500,100,9285.694000,111.073167,12337.248364,9151.000000,9420.100000,8863.000000,9621.000000,10400.162667,111.631538,12461.600206,10252.900000,10543.100000,9995.000000,10733.000000,1981438.697950,1981438.697950,197.425218,190.501088,0.00468633927944,0.00524879355462,0.468633927944,0.524879355462,0.00468636923899,5.59039165905e-05,0.00448496865836,0.00485198484203,0.00524883664688,5.70274535867e-05,0.00503272367248,0.00540902617178,0.468636923899,0.00559039165917,0.448496865836,0.485198484203,0.524883664688,0.00570274535867,0.503272367248,0.540902617178,9246.065226,111.049545,8823.504528,9581.342003,1,-0.001,50,distance
0.01,0.5,1.6,0.5,100,50,500,0,2.5,300000,42,1500,100,7641.289333,96.839642,9377.916286,7517.000000,7762.000000,7289.000000,7932.000000,8645.318000,100.422313,10084.640876,8515.000000,8768.100000,8296.000000,8965.000000,1619731.950108,1619731.950108,201.309272,187.330796,0.00471762585953,0.00533749920746,0.471762585953,0.533749920746,0.00471766956946,6.03426490627e-05,0.00449715867539,0.00487953311385,0.00533755379155,6.31209667774e-05,0.00512602815635,0.00553876139586,0.471766956946,0.00603426490618,0.449715867539,0.487953311385,0.533755379155,0.00631209667775,0.512602815635,0.553876139586,7608.894694,96.823589,7256.583977,7899.477897,1,-0.001,50,distance
0.01,0.5,1.7,0.5,100,50,500,0,2.5,300000,42,1500,100,6298.842667,89.736068,8052.561913,6181.900000,6409.000000,5916.000000,6543.000000,7214.862000,93.806945,8799.742956,7091.000000,7332.000000,6860.000000,7512.000000,1329172.746751,1329172.746751,192.141889,184.199924,0.00473891951371,0.00542808451169,0.473891951371,0.542808451169,0.00473895818306,6.75790977422e-05,0.00444382400703,0.00493532248735,0.00542814507409,7.18843250313e-05,0.00515291289524,0.00566130517683,0.473895818306,0.00675790977414,0.444382400703,0.493532248735,0.542814507409,0.00718843250316,0.515291289524,0.566130517683,6272.259212,89.721541,5889.374283,6516.324793,1,-0.001,50,distance
0.01,0.5,1.8,0.5,100,50,500,0,2.5,300000,42,1500,100,5220.944667,85.331067,7281.390938,5108.000000,5327.000000,4942.000000,5527.000000,6068.238000,88.777745,7881.488023,5954.000000,6180.100000,5782.000000,6395.000000,1098929.035279,1098929.035279,200.363400,181.061453,0.00475093886781,0.00552195620026,0.475093886781,0.552195620026,0.00475097534186,7.74286442724e-05,0.00451354536679,0.0050491405181,0.00552200207369,8.07468739063e-05,0.00526095175123,0.00584209401362,0.475097534186,0.0077428644272,0.451354536679,0.50491405181,0.552200207369,0.00807468739068,0.526095175123,0.584209401362,5198.966086,85.318857,4920.101472,5505.107165,1,-0.001,50,distance
0.01,0.5,1.9,0.5,100,50,500,0,2.5,300000,42,1500,100,4353.384667,79.662844,6346.168698,4255.000000,4454.000000,4091.000000,4573.000000,5148.669333,84.951845,7216.815993,5041.000000,5256.100000,4873.000000,5404.000000,918292.186814,918292.186814,197.705254,178.314467,0.00474074017963,0.00560678769488,0.474074017963,0.560678769488,0.00474075376575,8.5139556314e-05,0.00446307985498,0.00500441975982,0.00560682473851,9.16934451983e-05,0.00530649498943,0.00587560519246,0.474075376575,0.00851395563137,0.446307985498,0.500441975982,0.560682473851,0.00916934451994,0.530649498943,0.587560519246,4335.018823,79.647653,4072.684051,4554.542701,1,-0.001,50,distance
